timestamp,product_id,estimated_stock_pct,quantity,temperature,category,unit_price
2022-03-01 09:00:00,00e120bb-89d6-4df5-bc48-a051148e3d03,0.89,3.0,-0.028849840255591022,kitchen,11.19
2022-03-01 09:00:00,01f3cdd9-8e9e-4dff-9b5c-69698a0388d0,0.14,3.0,-0.028849840255591022,vegetables,1.49
2022-03-01 09:00:00,01ff0803-ae73-4234-971d-5713c97b7f4b,0.67,0.0,-0.028849840255591022,baby products,14.19
2022-03-01 09:00:00,0363eb21-8c74-47e1-a216-c37e565e5ceb,0.82,0.0,-0.028849840255591022,beverages,20.19
2022-03-01 09:00:00,03f0b20e-3b5b-444f-bc39-cdfa2523d4bc,0.05,0.0,-0.028849840255591022,pets,8.19
2022-03-01 09:00:00,0998699f-2fec-454e-b8b0-4f701947fef6,0.1,0.0,-0.028849840255591022,beverages,15.99
2022-03-01 09:00:00,0cb046e3-a86b-47ae-9751-3b0f9c596f99,0.83,0.0,-0.028849840255591022,pets,11.19
2022-03-01 09:00:00,0cc2986e-934c-447e-8f7b-a57b2ceb8693,0.67,0.0,-0.028849840255591022,meat,16.19
2022-03-01 09:00:00,0ddc2379-adba-4fb0-aa97-19fcafc738a1,0.35,3.0,-0.028849840255591022,fruit,3.99
2022-03-01 09:00:00,0ec3890d-f4be-48a4-9358-291b3da7f578,0.9199999999999999,0.0,-0.028849840255591022,spices and herbs,4.99
2022-03-01 09:00:00,0f80f0b5-2488-46e1-a8b7-8bb24be25a40,0.35,0.0,-0.028849840255591022,frozen,13.19
2022-03-01 09:00:00,100ab1ec-39f5-41bd-984f-485039575827,0.17333333333333334,0.0,-0.028849840255591022,medicine,19.99
2022-03-01 09:00:00,107cb949-f28d-4a4d-969b-05d17f0f53a8,0.335,0.0,-0.028849840255591022,medicine,20.49
2022-03-01 09:00:00,146d5e4d-992a-4db7-904d-b8af359b80a7,0.48,1.0,-0.028849840255591022,baking,8.19
